Ids,Sentiment,Sarcasm,Vulgar,Abuse,Target
Hindi_image_739.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_258.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_964.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_238.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_2164.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1744.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_483.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1294.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1121.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1328.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1093.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1531.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1316.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_659.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_2133.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1030.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1293.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1603.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1507.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_2052.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1512.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1365.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1522.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_289.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1402.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_2063.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1186.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1889.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_327.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_2198.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_2189.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_2398.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_658.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_794.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_821.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_604.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_895.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_284.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_240.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_803.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_136.jpg,Positive,Non-Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_2228.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_764.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1139.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1280.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_723.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1289.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1273.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_2042.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1209.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1151.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1614.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1458.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_321.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_2246.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_209.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1116.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1472.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_796.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1170.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1650.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1578.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1085.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1605.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1417.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1645.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_352.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1313.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_428.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_787.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1425.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1579.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1172.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1513.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1740.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_967.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1134.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_694.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1246.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1117.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_693.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1302.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1388.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1415.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1060.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1588.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1315.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_743.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_628.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_251.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_807.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_634.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1355.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_2122.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_350.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_929.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1443.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_2310.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_773.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_2333.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1349.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_197.jpg,Neutral,Non-Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_961.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1593.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_781.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_805.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1155.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_282.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1423.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_631.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1839.jpg,Neutral,Non-Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1399.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1130.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1610.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1483.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1686.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_774.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_945.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1411.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1437.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_943.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1656.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1381.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1338.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1464.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1129.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_436.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_788.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1297.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1360.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1950.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1320.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1311.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1089.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual
Hindi_image_1462.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_2284.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_477.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1563.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual
Hindi_image_1230.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,National Origin
Hindi_image_1654.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,National Origin
Hindi_image_1728.jpg,Positive,Sarcastic,Vulgar,Non-abusive,National Origin
Hindi_image_1666.jpg,Positive,Sarcastic,Vulgar,Non-abusive,National Origin
Hindi_image_2138.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,National Origin
Hindi_image_2060.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,National Origin
Hindi_image_496.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,National Origin
Hindi_image_494.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,National Origin
Hindi_image_320.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,National Origin
Hindi_image_1574.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,National Origin
Hindi_image_1422.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,National Origin
Hindi_image_702.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_607.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_2145.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_938.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_2250.jpg,Negative,Sarcastic,Vulgar,Non-abusive,
Hindi_image_727.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_151.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,
Hindi_image_445.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_678.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_457.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_471.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_64.jpg,Positive,Sarcastic,Vulgar,Non-abusive,
Hindi_image_1729.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_2230.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_342.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_618.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_1735.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_1218.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,
Hindi_image_73.jpg,Neutral,Non-Sarcastic,Vulgar,Non-abusive,
Hindi_image_1600.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,
Hindi_image_650.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_2159.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_112.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_915.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_1933.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_595.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_591.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_1665.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_304.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_2096.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_674.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_2156.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_1044.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_142.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_1397.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_686.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_479.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_1221.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_166.jpg,Positive,Sarcastic,Vulgar,Non-abusive,
Hindi_image_688.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,
Hindi_image_183.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_501.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_150.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_683.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_43.jpg,Positive,Sarcastic,Vulgar,Non-abusive,
Hindi_image_2245.jpg,Positive,Sarcastic,Vulgar,Non-abusive,
Hindi_image_1986.jpg,Positive,Sarcastic,Vulgar,Non-abusive,
Hindi_image_215.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_2252.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_2134.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_1687.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_1224.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_2265.jpg,Positive,Sarcastic,Vulgar,Non-abusive,
Hindi_image_589.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_2217.jpg,Negative,Sarcastic,Vulgar,Non-abusive,
Hindi_image_1955.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_522.jpg,Positive,Sarcastic,Vulgar,Non-abusive,
Hindi_image_2167.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_1572.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_689.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_413.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_1408.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_635.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_438.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_848.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_685.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_200.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_1404.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_2234.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_1199.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_588.jpg,Positive,Sarcastic,Vulgar,Non-abusive,
Hindi_image_2253.jpg,Positive,Sarcastic,Vulgar,Non-abusive,
Hindi_image_2141.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_567.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_731.jpg,Positive,Sarcastic,Vulgar,Non-abusive,
Hindi_image_704.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_392.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_404.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_620.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_1951.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_173.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_1644.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_680.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_761.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_2280.jpg,Negative,Sarcastic,Vulgar,Non-abusive,
Hindi_image_478.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_459.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_719.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_1547.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_1211.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_2132.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_411.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_2140.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_287.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_928.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,
Hindi_image_869.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_1054.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_565.jpg,Neutral,Non-Sarcastic,Vulgar,Non-abusive,
Hindi_image_1041.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,
Hindi_image_1455.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_466.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_389.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_629.jpg,Positive,Sarcastic,Vulgar,Non-abusive,
Hindi_image_474.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_1536.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_662.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_322.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_712.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_2168.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_698.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_273.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_1010.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_1984.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_1057.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_171.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_156.jpg,Positive,Non-Sarcastic,Vulgar,Non-abusive,
Hindi_image_454.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_1016.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_313.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_49.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_1581.jpg,Negative,Sarcastic,Vulgar,Non-abusive,
Hindi_image_2185.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_391.jpg,Positive,Sarcastic,Vulgar,Non-abusive,
Hindi_image_529.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_424.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_1108.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_143.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_2179.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_1062.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_441.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_469.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_706.jpg,Positive,Sarcastic,Vulgar,Non-abusive,
Hindi_image_1584.jpg,Negative,Sarcastic,Vulgar,Non-abusive,
Hindi_image_612.jpg,Positive,Sarcastic,Vulgar,Non-abusive,
Hindi_image_860.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_544.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_720.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_1099.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_2162.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,
Hindi_image_82.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,
